MapName,PrimaryState,MapScale,DateOnMap,ImprintYear,LinktoMetadata,EditYear,PhotoRevisionYear,NoWoodlandTint,VisualVersionNumber,AerialPhotoYear,FieldCheckYear,PhotoInspectionYear,SurveyYear,Datum,Projection,Advance,Preliminary,Provisional,Interim,Planimetric,SpecialPrinting,SpecialMap,ShadedRelief,Orthophoto,PubUsgs,PubArmyCorpEng,PubArmyMap,PubWarDept,PubMilitaryOther,PubForestServ,PubReclamation,PubBurLandMgmt,PubNatlParkServ,PubIndianAffairs,PubEpa,PubTennValleyAuth,PubUscommerce,Keywords,MapLanguage,DownloadGeoPDF
Miranda Pine Mtn,CA,24000,1967,1991,293011,,,N,,1964,1967,1974,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518625&quad=Miranda Pine Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mississippi Creek,CA,24000,1955,1957,293017,,,N,,1953,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518639&quad=Mississippi Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mississippi Creek,CA,24000,1955,1964,293018,,,N,,1953,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518641&quad=Mississippi Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mississippi Creek,CA,24000,1955,1972,293019,,1971,N,,1971,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518643&quad=Mississippi Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mississippi Creek,CA,24000,1955,1987,293015,,1971,N,,1971,1950,1978,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518637&quad=Mississippi Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mississippi Creek,CA,24000,1996,1998,101608,,1971,N,,1971,,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518635&quad=Mississippi Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mistake Point,CA,24000,1969,1974,293021,,,N,,1968,1969,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518647&quad=Mistake Point&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mistake Point,CA,24000,1969,1981,293022,,,N,,1968,1969,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518649&quad=Mistake Point&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mistake Point,CA,24000,1969,1994,101609,1994,,N,,1988,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518645&quad=Mistake Point&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mitchell Gulch,CA,24000,1965,1966,293024,,,N,,1963,1965,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518653&quad=Mitchell Gulch&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mitchell Gulch,CA,24000,1965,1982,293025,,,N,,1963,1965,1976,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518655&quad=Mitchell Gulch&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mitchell Gulch,CA,24000,1965,1991,101610,,,N,,1963,1965,1976,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518651&quad=Mitchell Gulch&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mitchell School,CA,31680,1916,,296323,,,N,,,,,1914,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499707&quad=Hatch&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mitchell School,CA,24000,1948,1948,293026,,,N,,,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518657&quad=Hatch&state=CA&grid=7.5X7.5&series=Map GeoPDF
Moccasin,CA,24000,1948,1948,293032,,1973,N,,1943,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518669&quad=Moccasin&state=CA&grid=7.5X7.5&series=Map GeoPDF
Moccasin,CA,24000,1948,1963,293029,,,N,,1945,1900,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518663&quad=Moccasin&state=CA&grid=7.5X7.5&series=Map GeoPDF
Moccasin,CA,24000,1948,1970,293030,,,N,,1945,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518665&quad=Moccasin&state=CA&grid=7.5X7.5&series=Map GeoPDF
Moccasin,CA,24000,1948,1987,293027,1987,1987,N,1,1984,1984,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518661&quad=Moccasin&state=CA&grid=7.5X7.5&series=Map GeoPDF
Moccasin,CA,24000,1948,1987,101611,1987,1987,N,,1984,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518659&quad=Moccasin&state=CA&grid=7.5X7.5&series=Map GeoPDF
Moccasin,CA,24000,1949,1949,293031,,,N,,1945,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518667&quad=Moccasin&state=CA&grid=7.5X7.5&series=Map GeoPDF
Modesto East,CA,62500,1939,1965,298207,,,N,,1939,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503021&quad=Modesto East&state=CA&grid=15X15&series=Map GeoPDF
Modesto West,CA,62500,1941,1965,298208,,,N,,1939,,,,NAD,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503023&quad=Modesto West&state=CA&grid=15X15&series=Map GeoPDF
Modoc Lava Bed,CA,250000,1886,,299829,,,N,,,,,1885,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5618474&quad=Alturas W&state=CA&grid=1X1&series=Map GeoPDF
Modoc Lava Bed,CA,250000,1892,1896,299831,,,N,,,,,1885,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5618476&quad=Alturas W&state=CA&grid=1X1&series=Map GeoPDF
Modoc Lava Bed,CA,250000,1892,1899,299832,,,N,,,,,1885,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5618478&quad=Alturas W&state=CA&grid=1X1&series=Map GeoPDF
Modoc Lava Bed,CA,250000,1892,1905,299833,,,N,,,,,1885,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5618480&quad=Alturas W&state=CA&grid=1X1&series=Map GeoPDF
Modoc Lava Bed,CA,250000,1892,1908,299834,,,N,,,,,1885,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5618482&quad=Alturas W&state=CA&grid=1X1&series=Map GeoPDF
Modoc Lava Bed,CA,250000,1892,1913,299835,,,N,,,,,1885,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5618484&quad=Alturas W&state=CA&grid=1X1&series=Map GeoPDF
Modoc Lava Bed,CA,250000,1892,1931,299836,,,N,,,,,1885,Unstated,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5618486&quad=Alturas W&state=CA&grid=1X1&series=Map GeoPDF
Mohawk Spring,CA,24000,1985,1985,101612,1985,,N,,1981,1982,,,NAD27,Universal Transverse Mercator,N,N,Y,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518671&quad=Mohawk Spring&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mojave,CA,125000,1915,1915,299463,,,N,,,,,1913,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5505997&quad=Mojave&state=CA&grid=30X30&series=Map GeoPDF
Mojave,CA,125000,1915,1923,299464,,,N,,,,,1913,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5505999&quad=Mojave&state=CA&grid=30X30&series=Map GeoPDF
Mojave,CA,125000,1915,1933,299466,,,N,,,,,,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506003&quad=Mojave&state=CA&grid=30X30&series=Map GeoPDF
Mojave,CA,125000,1915,1938,299467,,,N,,,,,1913,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506005&quad=Mojave&state=CA&grid=30X30&series=Map GeoPDF
Mojave,CA,125000,1915,1942,299465,,,N,,,,,1913,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506001&quad=Mojave&state=CA&grid=30X30&series=Map GeoPDF
Mojave,CA,125000,1915,1947,299468,,,N,,,,,1913,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506007&quad=Mojave&state=CA&grid=30X30&series=Map GeoPDF
Mojave,CA,24000,1947,1947,293035,,,N,,1946,1947,,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518681&quad=Mojave&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mojave,CA,24000,1973,1984,293036,,,N,,1972,1973,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518683&quad=Mojave&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mojave,CA,24000,1992,1995,101614,1995,,N,,1992,,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518679&quad=Mojave&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mojave,CA,62500,1943,1943,298209,,,N,,1943,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503025&quad=Mojave&state=CA&grid=15X15&series=Map GeoPDF
Mojave,CA,62500,1943,1956,298210,,,N,,1943,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503027&quad=Mojave&state=CA&grid=15X15&series=Map GeoPDF
Mojave,CA,62500,1956,1957,298212,,,N,,1943,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503031&quad=Mojave&state=CA&grid=15X15&series=Map GeoPDF
Mojave,CA,62500,1956,1961,298211,,,N,,1943,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503029&quad=Mojave&state=CA&grid=15X15&series=Map GeoPDF
Mojave,CA,62500,1956,1969,298213,,,N,,1943,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503033&quad=Mojave&state=CA&grid=15X15&series=Map GeoPDF
Mojave NE,CA,24000,1973,1977,293039,,,N,,1972,1973,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518677&quad=Mojave NE&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mojave NE,CA,24000,1973,1992,293037,,,N,,1972,1973,1980,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518675&quad=Mojave NE&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mojave NE,CA,24000,1973,1994,101613,,1994,N,,1972,1973,1989,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518673&quad=Mojave NE&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mokelumne Hill,CA,24000,1948,1963,293041,,,N,,1946,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518689&quad=Mokelumne Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mokelumne Hill,CA,24000,1948,1975,293042,,,N,,1946,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518691&quad=Mokelumne Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mokelumne Hill,CA,24000,1948,1985,293040,,,N,1,1946,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518687&quad=Mokelumne Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mokelumne Hill,CA,24000,1948,1985,101615,,,N,,1946,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518685&quad=Mokelumne Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mokelumne Hill,CA,24000,1949,1949,293043,,,N,,1946,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518693&quad=Mokelumne Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mokelumne Hill,CA,62500,1948,1953,298215,,,N,,1946,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503037&quad=Mokelumne Hill&state=CA&grid=15X15&series=Map GeoPDF
Mokelumne Hill,CA,62500,1948,1960,298214,,,N,,1946,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503035&quad=Mokelumne Hill&state=CA&grid=15X15&series=Map GeoPDF
Mokelumne Hill,CA,62500,1948,1965,298216,,,N,,1946,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503039&quad=Mokelumne Hill&state=CA&grid=15X15&series=Map GeoPDF
Mokelumne Peak,CA,24000,1979,1980,293046,1979,,N,,1973,1974,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518699&quad=Mokelumne Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mokelumne Peak,CA,24000,1979,1986,293044,1979,,N,1,1973,1974,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518697&quad=Mokelumne Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mokelumne Peak,CA,24000,1979,1986,101616,1979,,N,,1973,1974,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518695&quad=Mokelumne Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monache Mountain,CA,24000,1987,1987,293047,1987,,N,,1983,1984,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518703&quad=Monache Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monache Mountain,CA,24000,1987,1994,293048,1994,,N,,1983,1984,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518705&quad=Monache Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monache Mountain,CA,24000,1994,1997,101617,,,N,,1993,1994,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518701&quad=Monache Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monache Mtn,CA,62500,1956,1961,298219,,,N,,1955,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503045&quad=Monache Mountain&state=CA&grid=15X15&series=Map GeoPDF
Monache Mtn,CA,62500,1956,1963,298218,,,N,,1954,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503043&quad=Monache Mountain&state=CA&grid=15X15&series=Map GeoPDF
Monache Mtn,CA,62500,1956,1969,298217,,,N,,1955,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503041&quad=Monache Mountain&state=CA&grid=15X15&series=Map GeoPDF
Monarch Peak,CA,24000,1967,1968,293050,,,N,,1965,1967,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518709&quad=Monarch Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monarch Peak,CA,24000,1967,1981,293051,,,N,,1965,1967,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518711&quad=Monarch Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monarch Peak,CA,24000,1967,1984,101618,1984,1984,N,,1981,1967,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518707&quad=Monarch Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mono Craters,CA,62500,1953,1955,298225,,,N,,1951,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503057&quad=Mono Craters&state=CA&grid=15X15&series=Map GeoPDF
Mono Craters,CA,62500,1953,1960,298224,,,N,,1951,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503055&quad=Mono Craters&state=CA&grid=15X15&series=Map GeoPDF
Mono Craters,CA,62500,1953,1962,298223,,,N,,1951,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503053&quad=Mono Craters&state=CA&grid=15X15&series=Map GeoPDF
Mono Craters,CA,62500,1953,1965,298222,,,N,,1951,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503051&quad=Mono Craters&state=CA&grid=15X15&series=Map GeoPDF
Mono Craters,CA,62500,1953,1969,298221,,,N,,1951,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503049&quad=Mono Craters&state=CA&grid=15X15&series=Map GeoPDF
Mono Craters,CA,62500,1953,1978,298220,,,N,,1951,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503047&quad=Mono Craters&state=CA&grid=15X15&series=Map GeoPDF
Mono Mills,CA,24000,1986,1986,293053,1986,,N,,1982,1983,,1962,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518715&quad=Mono Mills&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mono Mills,CA,24000,1994,1997,293055,,,N,1,1993,1994,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518717&quad=Mono Mills&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mono Mills,CA,24000,1994,1997,101619,,,N,,1993,1994,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518713&quad=Mono Mills&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monocline Ridge,CA,31680,1923,1928,296325,,,N,,,,,1921,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499711&quad=Monocline Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monocline Ridge,CA,31680,1923,1943,296326,,,N,,,,,1921,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499713&quad=Monocline Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monocline Ridge,CA,31680,1923,,296324,,,N,,,,,1921,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499709&quad=Monocline Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monocline Ridge,CA,24000,1955,1957,293056,,,N,,1953,,,1955,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518721&quad=Monocline Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monocline Ridge,CA,24000,1955,1961,293057,,,N,,1953,,,1955,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518723&quad=Monocline Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monocline Ridge,CA,24000,1955,1972,293058,,1971,N,1,1953,,,1955,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518725&quad=Monocline Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monocline Ridge,CA,24000,1955,1972,101620,,1971,N,,1971,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518719&quad=Monocline Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monolith,CA,24000,1966,1967,293061,,,N,,1963,1966,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518731&quad=Monolith&state=CA&grid=7.5X7.5&series=Map GeoPDF
Monolith,CA,24000,1966,1976,293062,,1973,N,,1973,1966,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518733&quad=Monolith&state=CA&grid=7.5X7.5&series=Map GeoPDF
